"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x972265146184798208",2018-03-10 00:17:29,"x928934761","HealthyWrld","The flu — while still active — continues to slow https://t.co/sPtV5Me53p https://t.co/6vN9gZeY3P","Twitter for Mac",,,,FALSE,FALSE,0,0,,,"goo.gl/GeDw1j","https://t.co/sPtV5Me53p","https://goo.gl/GeDw1j","http://pbs.twimg.com/media/DX4t_0GWsAAOpah.jpg","https://t.co/6vN9gZeY3P","https://twitter.com/HealthyWrld/status/972265146184798208/photo/1","photo","http://pbs.twimg.com/media/DX4t_0GWsAAOpah.jpg","https://t.co/6vN9gZeY3P","https://twitter.com/HealthyWrld/status/972265146184798208/photo/1",,,,"en",,,,,,,,,,,,,
"x972265113788076033",2018-03-10 00:17:21,"x937891707240308736","gripleyauthor","RT @AMZ0NE A scifi author contemplates fighting the flu. Don't miss this post by Steve Mcellistrem. https://t.co/LLJXFIeexb","The Social Jukebox",,,,FALSE,FALSE,0,0,,,"mcellistrem.com/2017/04/12/fig…","https://t.co/LLJXFIeexb","http://www.mcellistrem.com/2017/04/12/fighting-the-flu/",,,,,,,,,"x3246924024","AMZ0NE","en",,,,,,,,,,,,,
"x972265082481717248",2018-03-10 00:17:14,"x2338761072","iowacityjournal","This season’s Iowa flu death total more than double last year https://t.co/wKUxzV9mgl","Hootsuite",,,,FALSE,FALSE,0,0,,,"ow.ly/KiZv50gNehZ","https://t.co/wKUxzV9mgl","http://ow.ly/KiZv50gNehZ",,,,,,,,,,,"en",,,,,,,,,,,,,
"x972264973165572096",2018-03-10 00:16:48,"x138484241","neaira","@theworrierqueen It is. He had influenza a in January and now he has b. 😷","Twitter for iPhone","x972259109574717440","x461690669","theworrierqueen",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x461690669","theworrierqueen","en",,,,,,,,,,,,,
"x972264951237824512",2018-03-10 00:16:42,"x890280870627733505","JMONEILL1975","RT @SNCCLA: WHO changes 2 strains for 2018-19 flu vaccine | CIDRAP https://t.co/HGb2BjvV3d","Twitter for Android",,,,FALSE,TRUE,0,0,,,"ow.ly/dq5E30iAjxw","https://t.co/HGb2BjvV3d","http://ow.ly/dq5E30iAjxw",,,,,,,,,"x116289807","SNCCLA","en",,,"x972200738335141888","WHO changes 2 strains for 2018-19 flu vaccine | CIDRAP https://t.co/HGb2BjvV3d",,,,,,,,,
"x972264881838845952",2018-03-10 00:16:26,"x38703290","healthmn1","I am well. It seems half of Rochester, MN has the flu, but not me. Horray! https://t.co/9qOcYQLGhX","Twitter Web Client",,,,TRUE,FALSE,0,0,,,"twitter.com/LauraLibricz/s…","https://t.co/9qOcYQLGhX","https://twitter.com/LauraLibricz/status/972126487414562817",,,,,,,,,,,"en","x972126487414562817","@healthmn1 Hope you are well, Harriet! Have a great weekend!",,,,,,,,,,,
"x972264878181269504",2018-03-10 00:16:25,"x18279249","darlingdarling","I work in public education, therefore I have had the flu 3 times this season. 😷🤧🤒","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/ab2f2fac83aa388d.json","Oakland","Oakland, CA","city","United States","US",,,"-122.34266 -122.114711 -122.114711 -122.34266 37.699279 37.699279 37.8847092 37.8847092"
"x972264875455143936",2018-03-10 00:16:24,"x60017790","farhanaz__","RT @eemanabbasi: name someone more dramatic than a man w the flu https://t.co/4gaDASGEU3","Twitter Web Client",,,,FALSE,TRUE,0,201,,,,,,"http://pbs.twimg.com/media/DW7LS1_XUAA8ESg.jpg","https://t.co/4gaDASGEU3","https://twitter.com/eemanabbasi/status/967934508543676416/photo/1","photo","http://pbs.twimg.com/media/DW7LS1_XUAA8ESg.jpg","https://t.co/4gaDASGEU3","https://twitter.com/eemanabbasi/status/967934508543676416/photo/1",,"x2960723902","eemanabbasi","en",,,"x967934508543676416","name someone more dramatic than a man w the flu https://t.co/4gaDASGEU3",,,,,,,,,
"x972264813379440640",2018-03-10 00:16:09,"x3027954788","deborah75857164","RT @blakeshelton: Ok Louisiana... I’m ready! I’m damn sorry about canceling Saturday. But I’m over the flu now and gonna make up for it ton…","Twitter for Android",,,,FALSE,TRUE,0,454,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x971134411294019586","Ok Louisiana... I’m ready! I’m damn sorry about canceling Saturday. But I’m over the flu now and gonna make up for it tonight!",,,,,,,,,
"x972264805020049408",2018-03-10 00:16:07,"x243019322","r7yrb7","RT @dpakman: Bonus Show: Justice Department files a religious discrimination flu shot lawsuit, China's out-of-control space station will cr…","Twitter for iPhone",,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,"x21514744","dpakman","en",,,"x972245729849769985","Bonus Show: Justice Department files a religious discrimination flu shot lawsuit, China's out-of-control space station will crash down to earth, a Seattle judge rules on living in vehicles, and much more... https://t.co/QUnpPtYRU0",,,,,,,,,
"x972264765979443200",2018-03-10 00:15:58,"x3289003559","NewsUpdate24Int","Flu season is not over yet, the CDC cautions: New York City and 21 states continued to experience high activity of flu-like illness during the ninth week of the year, the CDC said Friday in its weekly surveillance report. https://t.co/V7rSZH6dGY","dlvr.it",,,,FALSE,FALSE,0,0,,,"cnn.com/2018/03/09/hea…","https://t.co/V7rSZH6dGY","https://www.cnn.com/2018/03/09/health/flu-weekly-numbers-march-9-cdc/index.html?utm_source=newsupdate24.news",,,,,,,,,,,"en",,,,,,,,,,,,,
"x972264730378186753",2018-03-10 00:15:50,"x970712816","angelacervamtes","RT @omaarrrxx: i woke up from a nap and i think i’m getting the flu lololololol","Twitter for iPhone",,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,"x3293595446","omaarrrxx","en",,,"x972260821928632320","i woke up from a nap and i think i’m getting the flu lololololol",,,,,,,,,
"x972264725135306753",2018-03-10 00:15:48,"x47002757","Justine_Brown","@Jermcon @juliephayer Im just saying, if we’re replacing a ring here.....I could’ve said Jordan’s flu games.","Twitter for iPhone","x972258199016439808","x846039748556668929","Jermcon",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x846039748556668929 47548476","Jermcon juliephayer","en",,,,,,,,,,,,,
"x972264616586858496",2018-03-10 00:15:23,"x2960930406","curlhead_","RT @eemanabbasi: name someone more dramatic than a man w the flu https://t.co/4gaDASGEU3","Twitter for iPhone",,,,FALSE,TRUE,0,201,,,,,,"http://pbs.twimg.com/media/DW7LS1_XUAA8ESg.jpg","https://t.co/4gaDASGEU3","https://twitter.com/eemanabbasi/status/967934508543676416/photo/1","photo","http://pbs.twimg.com/media/DW7LS1_XUAA8ESg.jpg","https://t.co/4gaDASGEU3","https://twitter.com/eemanabbasi/status/967934508543676416/photo/1",,"x2960723902","eemanabbasi","en",,,"x967934508543676416","name someone more dramatic than a man w the flu https://t.co/4gaDASGEU3",,,,,,,,,
"x972264580457156609",2018-03-10 00:15:14,"x579386731","DrKarlfeldt","Steer clear of illness this cold and flu season by using natural remedies that these holistic health experts... https://t.co/rIgyRq5mzn","Facebook",,,,FALSE,FALSE,0,0,,,"fb.me/ZVSaBrbi","https://t.co/rIgyRq5mzn","https://fb.me/ZVSaBrbi",,,,,,,,,,,"en",,,,,,,,,,,,,
"x972264551403094016",2018-03-10 00:15:07,"x968621028216750081","PatriciaLindn10","RT @Education4Libs: There are 30,000 gun-related deaths in the USA each year with 60% of them being suicides. Even with those factored in,…","Twitter Lite",,,,FALSE,TRUE,0,3341,,,,,,,,,,,,,,"x817661098988019712","Education4Libs","en",,,"x970410096437075969","There are 30,000 gun-related deaths in the USA each year with 60% of them being suicides. Even with those factored in, you have less than a .0001% chance to die by gunshot.

(30,000 gun deaths divided by population 326,766,748 = .000091%)

You’re more likely to die from the flu.",,,,,,,,,
"x972264461825429505",2018-03-10 00:14:46,"x43226460","lizziestarrdust","Just finished watching all of friends and I have the flu.... send help!! Need Netflix/Hulu/HBO recommendations!!","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/1d9a5370a355ab0c.json","Chicago","Chicago, IL","city","United States","US",,,"-87.940033 -87.523993 -87.523993 -87.940033 41.644102 41.644102 42.0230669 42.0230669"
"x972264421694365698",2018-03-10 00:14:36,"x79198131","AmandaKLarsson","It’s 1am, I have the flu, I’m watching Dexter’s Laboratory, I’m 10 again. https://t.co/vhdwAieEGz","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,"http://pbs.twimg.com/media/DX4tVDMWsAAZGBj.jpg","https://t.co/vhdwAieEGz","https://twitter.com/AmandaKLarsson/status/972264421694365698/photo/1","photo","http://pbs.twimg.com/media/DX4tVDMWsAAZGBj.jpg","https://t.co/vhdwAieEGz","https://twitter.com/AmandaKLarsson/status/972264421694365698/photo/1",,,,"en",,,,,,,,,,,,,
"x972264283126943745",2018-03-10 00:14:03,"x952522116","jockmart","RT @escheinberg: Spanish flu: the virus that changed the world HistoryExtra

 https://t.co/aTRSRdVA0S","Twitter for iPhone",,,,FALSE,TRUE,0,2,,,"historyextra.com/period/20th-ce…","https://t.co/aTRSRdVA0S","https://www.historyextra.com/period/20th-century/spanish-flu-the-virus-that-changed-the-world/",,,,,,,,,"x248015020","escheinberg","en",,,"x972253203487076352","Spanish flu: the virus that changed the world HistoryExtra

 https://t.co/aTRSRdVA0S",,,,,,,,,
"x972264269428547587",2018-03-10 00:14:00,"x41698349","jeremywsyx6","RT @wsyx6: 119 children have now died from flu, but many states (including Ohio) finally report less activity
https://t.co/jTfSWzGy2K https…","Twitter Web Client",,,,FALSE,TRUE,0,1,,,"bit.ly/2HkGGHH","https://t.co/jTfSWzGy2K","http://bit.ly/2HkGGHH",,,,,,,,,"x33517296","wsyx6","en",,,"x972262006022705152","119 children have now died from flu, but many states (including Ohio) finally report less activity
https://t.co/jTfSWzGy2K https://t.co/HNM4meXwOH",,,,,,,,,
"x972264210171297794",2018-03-10 00:13:46,"x969240608132030464","NYEvent_Diaries","RT @EVInsiderBlog: Don't think for one moment that the #fluseason has ended. It is never too late to catch those germs. 😷 Stay protected wi…","Twitter Web Client",,,,FALSE,TRUE,0,1,"fluseason",,,,,,,,,,,,,"x892029868870967297","EVInsiderBlog","en",,,"x972251775087644673","Don't think for one moment that the #fluseason has ended. It is never too late to catch those germs. 😷 Stay protected with these #tips via @EVInsiderBlog &gt;&gt; https://t.co/07AThfQmkx #GetWellSoon https://t.co/z1FIBHSEwY",,,,,,,,,
"x972264057070907393",2018-03-10 00:13:09,"x593813785","DonnaYoungDC","ICYMI: Officials urge pharma to drop egg-based flu vaccine, invest in new technologies https://t.co/jxWJL4YuEN #pharma #biotech #flu #influenza #FDA #CDC #NIH #BARDA","Twitter Web Client",,,,FALSE,FALSE,1,0,"pharma biotech flu influenza FDA CDC NIH BARDA",,"platform.mi.spglobal.com/web/client?aut…","https://t.co/jxWJL4YuEN","https://platform.mi.spglobal.com/web/client?auth=inherit#news/article?id=43826143&cdid=A-43826143-10551",,,,,,,,,,,"en",,,,,,,,,,,,,
"x972263906432319489",2018-03-10 00:12:33,"x201673502","chrisharwood151","RT @Ragnarly: A history of each generation's greatest fear:
1918: Flu killing 50-100 million people
1958: Nuclear holocaust
2018: Hurtful w…","Twitter for iPhone",,,,FALSE,TRUE,0,49,,,,,,,,,,,,,,"x2375800382","Ragnarly","en",,,"x972199711259090944","A history of each generation's greatest fear:
1918: Flu killing 50-100 million people
1958: Nuclear holocaust
2018: Hurtful words",,,,,,,,,
"x972263906113740801",2018-03-10 00:12:33,"x125151938","Heather_Weeks","Pretty sure I have the flu and I’m in Monroe. What am I supposed to do since my mom isn’t here to baby me? 😂","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x972263766309023745",2018-03-10 00:12:00,"x455102100","CBCSunday","This week: Michael’s essay on passwords; Former Cdn trade ambassador Gordon Ritchie on Trump &amp; #NAFTAtalks;  Ira Basen’s doc, Just Watch Me; Laura Spinney on the Spanish Flu of 1918; Washington Post editor, Marty Baron  https://t.co/t6HxkSz3t8 /1.4569339","TweetDeck",,,,FALSE,FALSE,0,0,"NAFTAtalks",,"cbc.ca","https://t.co/t6HxkSz3t8","http://www.cbc.ca",,,,,,,,,,,"en",,,,,,,,,,,,,
"x972263741084618752",2018-03-10 00:11:54,"x934853260330008576","DamienSeitzz","Day 3 of this Flu... I just want to get back to work.","Twitter for Android",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/4d24e111b5b23d78.json","Michigan City","Michigan City, IN","city","United States","US",,,"-86.932736 -86.816028 -86.816028 -86.932736 41.665781 41.665781 41.76024 41.76024"
"x972263734122106880",2018-03-10 00:11:52,"x501100768","belinda0313","I went to the hospital early yesterday morning with vomiting and headache. I was treated with IV fluids,... https://t.co/sZVwFr3dBw","Facebook",,,,FALSE,FALSE,0,0,,,"fb.me/XV7g6IHF","https://t.co/sZVwFr3dBw","https://fb.me/XV7g6IHF",,,,,,,,,,,"en",,,,,,,,,,,,,
"x972263682641223680",2018-03-10 00:11:40,"x147400741","saoshawa","Lead Me to the Rock: 

While shopping for a humidifier, I noticed an older woman walking back and forth down the aisle. Wondering if she was shopping for humidifiers also, I moved aside to allow her to draw near. Soon we chatted about a flu virus in our … https://t.co/gaMJ1vHwen https://t.co/q8FaR2rDQr","IFTTT",,,,FALSE,FALSE,0,0,,,"at.fdi.ca/2FBSQyV","https://t.co/gaMJ1vHwen","http://at.fdi.ca/2FBSQyV","http://pbs.twimg.com/media/DX4sqmYXUAEqK75.jpg","https://t.co/q8FaR2rDQr","https://twitter.com/saoshawa/status/972263682641223680/photo/1","photo","http://pbs.twimg.com/media/DX4sqmYXUAEqK75.jpg","https://t.co/q8FaR2rDQr","https://twitter.com/saoshawa/status/972263682641223680/photo/1",,,,"en",,,,,,,,,,,,,
"x972263669240418309",2018-03-10 00:11:37,"x3081019024","GodBlessedMama","RT @ourdailybread: Lead Me to the Rock - While shopping for a humidifier, I noticed an older woman walking back and forth down the aisle. W…","Twitter Web Client",,,,FALSE,TRUE,0,5,,,,,,,,,,,,,,"x15919653","ourdailybread","en",,,"x972261281578258432","Lead Me to the Rock - While shopping for a humidifier, I noticed an older woman walking back and forth down the aisle. Wondering if she was shopping for humidifiers also, I moved aside to allow her to draw near. Soon we chatted about a flu virus in ou... https://t.co/4kK0URHj0a",,,,,,,,,
"x972263668120465409",2018-03-10 00:11:36,"x165890943","westTXmissioner","RT @TXHomeNet: “You’ve got very vulnerable people, who’ve got underlying health problems, poor access to health care, poor environmental co…","Twitter Web Client",,,,FALSE,TRUE,0,0,,,,,,,,,,,,,,"x87248945","TXHomeNet","en",,,"x971777563608670209","“You’ve got very vulnerable people, who’ve got underlying health problems, poor access to health care, poor environmental conditions, crowded together...And then you throw in a particularly nasty flu, and then you really got a recipe for disaster.”

https://t.co/xk7dKwZGKz 
""",,,,,,,,,
"x972263533768474624",2018-03-10 00:11:04,"x558073033","katiebeis","Me getting sick after weeks of avoiding flu season https://t.co/oOUOCOMHyn","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,"http://pbs.twimg.com/tweet_video_thumb/DX4shJZW4AAzRoO.jpg","https://t.co/oOUOCOMHyn","https://twitter.com/katiebeis/status/972263533768474624/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/DX4shJZW4AAzRoO.jpg","https://t.co/oOUOCOMHyn","https://twitter.com/katiebeis/status/972263533768474624/photo/1",,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/512a8a4a4c4b4be0.json","Charlotte","Charlotte, NC","city","United States","US",,,"-81.046876 -80.646695 -80.646695 -81.046876 35.001706 35.001706 35.416412 35.416412"
"x972263463874650112",2018-03-10 00:10:48,"x562492176","FigTreeBooksCA","Lead Me to the Rock: 

While shopping for a humidifier, I noticed an older woman walking back and forth down the aisle. Wondering if she was shopping for humidifiers also, I moved aside to allow her to draw near. Soon we chatted about a flu virus in our … https://t.co/iTjKKLbffn https://t.co/wZqIM9vfEC","IFTTT",,,,FALSE,FALSE,0,0,,,"ift.tt/2GfthSc","https://t.co/iTjKKLbffn","http://ift.tt/2GfthSc","http://pbs.twimg.com/media/DX4sd5QW0AAtLzA.jpg","https://t.co/wZqIM9vfEC","https://twitter.com/FigTreeBooksCA/status/972263463874650112/photo/1","photo","http://pbs.twimg.com/media/DX4sd5QW0AAtLzA.jpg","https://t.co/wZqIM9vfEC","https://twitter.com/FigTreeBooksCA/status/972263463874650112/photo/1",,,,"en",,,,,,,,,,,,,
"x972263456446525441",2018-03-10 00:10:46,"x936000912191049730","lady_kristaa","Just got my hands and feet done and I’m finally starting to feel human again after having the flu for so long..","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x972263362397646848",2018-03-10 00:10:24,"x3178490905","AndreaHardyRD","Want to learn how to get over a cold faster through the power of your gut #microbiome? Check out this vlog post! #guthealth https://t.co/ktn0FpzMcV https://t.co/CLj21sUIfy","Meet Edgar",,,,FALSE,FALSE,0,0,"microbiome guthealth",,"bit.ly/2B0L5MP","https://t.co/ktn0FpzMcV","http://bit.ly/2B0L5MP","http://pbs.twimg.com/media/DX4sXcDU0AIsXHT.jpg","https://t.co/CLj21sUIfy","https://twitter.com/AndreaHardyRD/status/972263362397646848/photo/1","photo","http://pbs.twimg.com/media/DX4sXcDU0AIsXHT.jpg","https://t.co/CLj21sUIfy","https://twitter.com/AndreaHardyRD/status/972263362397646848/photo/1",,,,"en",,,,,,,,,,,,,
"x972263259511369728",2018-03-10 00:09:59,"x18646199","aldeberuhn","Paying bills while suffering from the flu really makes you appreciate your inability to consume anything but water.","Twitter Web Client",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x972263230117736449",2018-03-10 00:09:52,"x19848538","WMillar","When you have a nasty head cold is probably not the best time to read a book on the influenza epidemic of 1918","Twitter Web Client",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x972263227328380928",2018-03-10 00:09:51,"x711471486419120129","Spokes_wo_man","@KathrynElliott @filterfish Like in Contagion, it was the unholy alliance of a bat virus with swine flu which wiped us out. You are Gwyneth in this scenario.","Twitter for iPad","x972261130855890944","x14281282","KathrynElliott",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x14281282 12893462","KathrynElliott filterfish","en",,,,,,,,,,,,,
"x972263218998628357",2018-03-10 00:09:49,"x44675315","famfightflu","You can help prevent the #flu every day in a few simple ways: get vaccinated (there's still time), wash your hands frequently, and disinfect hard surfaces with @Clorox disinfecting products. https://t.co/DCkV3jezqi","Sprout Social",,,,FALSE,FALSE,0,0,"flu",,"CloroxColdandFlu.com","https://t.co/DCkV3jezqi","http://CloroxColdandFlu.com",,,,,,,,,"x76430569","Clorox","en",,,,,,,,,,,,,
"x972263023258886147",2018-03-10 00:09:03,"x52389732","kellm01","RT @ourdailybread: Lead Me to the Rock - While shopping for a humidifier, I noticed an older woman walking back and forth down the aisle. W…","Twitter for Android",,,,FALSE,TRUE,0,5,,,,,,,,,,,,,,"x15919653","ourdailybread","en",,,"x972261281578258432","Lead Me to the Rock - While shopping for a humidifier, I noticed an older woman walking back and forth down the aisle. Wondering if she was shopping for humidifiers also, I moved aside to allow her to draw near. Soon we chatted about a flu virus in ou... https://t.co/4kK0URHj0a",,,,,,,,,
"x972263001515593728",2018-03-10 00:08:57,"x838386670202417153","wildcat0421","RT @CDCgov: #Flu hospitalizations this season are highest among adults aged 65+. Here’s why older adults are at high risk of developing ser…","Twitter for Android",,,,FALSE,TRUE,0,35,"Flu",,,,,,,,,,,,,"x146569971","CDCgov","en",,,"x971868404008259584","#Flu hospitalizations this season are highest among adults aged 65+. Here’s why older adults are at high risk of developing serious flu complications and how they can protect themselves: https://t.co/dte5suP9Qt https://t.co/KjWHtj7YqJ",,,,,,,,,
"x972262994167107592",2018-03-10 00:08:56,"x67147845","Limonite78","@GraslieJo I had the flu a couple of years ago; it does sucks 😫. Sending your mom get well wishes 🙂💐","Twitter Web Client","x972246041578889216","x4579958532","GraslieJo",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x4579958532","GraslieJo","en",,,,,,,,,,,,,
"x972262857013452801",2018-03-10 00:08:23,"x39329908","ChadMorrin","This is how you #winterfest2018 when you have the flu. Thankful for an amazing #Xalt leadership team to still make it a great weekend for our students. Love and miss you guys! Watch live at https://t.co/GnASULQVyQ https://t.co/HStT0JDgCa","Hootsuite",,,,FALSE,FALSE,0,0,"winterfest2018 Xalt",,"winterfest.tv","https://t.co/GnASULQVyQ","http://www.winterfest.tv","http://pbs.twimg.com/media/DX4r6fAVQAETiJ_.jpg","https://t.co/HStT0JDgCa","https://twitter.com/ChadMorrin/status/972262857013452801/photo/1","photo","http://pbs.twimg.com/media/DX4r6fAVQAETiJ_.jpg","https://t.co/HStT0JDgCa","https://twitter.com/ChadMorrin/status/972262857013452801/photo/1",,,,"en",,,,,,,,,,,,,
"x972262812750774272",2018-03-10 00:08:12,"x2194884414","janie189","Anyone looking for #steelpanther @Steel_Panther tix in Denver?! Can’t make it, stomach flu says no- four tix","Twitter for iPhone",,,,FALSE,FALSE,0,0,"steelpanther",,,,,,,,,,,,,"x45008506","Steel_Panther","en",,,,,,,,,,,,,
"x972262792878346241",2018-03-10 00:08:08,"x635977770","rugbykevin9753","RT @MoxyMaryGames: I officially have the flu. https://t.co/fab9xrkNyF","Twitter for Android",,,,FALSE,TRUE,0,1,,,,,,"http://pbs.twimg.com/tweet_video_thumb/DV-n_cFXUAAeA0Q.jpg","https://t.co/fab9xrkNyF","https://twitter.com/MoxyMaryGames/status/963673562379890693/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/DV-n_cFXUAAeA0Q.jpg","https://t.co/fab9xrkNyF","https://twitter.com/MoxyMaryGames/status/963673562379890693/photo/1",,"x2757951000","MoxyMaryGames","en",,,"x963673562379890693","I officially have the flu. https://t.co/fab9xrkNyF",,,,,,,,,
"x972262679346900992",2018-03-10 00:07:41,"x711645869435555840","erikagkirby","RT @ClevelandClinic: How to avoid spreading a cold, flu, bronchitis, pneumonia, Strep throat or a stomach virus: https://t.co/Evl8DvXZzA","Twitter for iPad",,,,FALSE,TRUE,0,95,,,"cle.clinic/2oQWtHK","https://t.co/Evl8DvXZzA","http://cle.clinic/2oQWtHK",,,,,,,,,"x24236494","ClevelandClinic","en",,,"x971813298566979584","How to avoid spreading a cold, flu, bronchitis, pneumonia, Strep throat or a stomach virus: https://t.co/Evl8DvXZzA",,,,,,,,,
"x972262446168670208",2018-03-10 00:06:45,"x482179968","MichWeinraub","RT @Medscape: #ACC18 News: Flu shots cut risk of death by HALF in HF: https://t.co/OCUiysqRes","Twitter for Android",,,,FALSE,TRUE,0,5,"ACC18",,"ms.spr.ly/6012r05MM","https://t.co/OCUiysqRes","http://ms.spr.ly/6012r05MM",,,,,,,,,"x16892009","Medscape","en",,,"x972259379771781120","#ACC18 News: Flu shots cut risk of death by HALF in HF: https://t.co/OCUiysqRes",,,,,,,,,
"x972262300689354757",2018-03-10 00:06:10,"x41162141","bartonpublish","Flu Season Is Not Over Yet!

This flu season is unusually powerful. Don't fall victim!

Dr. Saunders says the... https://t.co/NpzWmTh8Zp","Facebook",,,,FALSE,FALSE,0,0,,,"fb.me/15pJM1Dby","https://t.co/NpzWmTh8Zp","https://fb.me/15pJM1Dby",,,,,,,,,,,"en",,,,,,,,,,,,,
"x972262265775935489",2018-03-10 00:06:02,"x15079397","thecolumbian","Yes, #dogs can get the flu, too https://t.co/Dmol3b3hAt #clarkwa https://t.co/hLUU0YZrGM","Buffer",,,,FALSE,FALSE,0,0,"dogs clarkwa",,"bit.ly/2tAem2m","https://t.co/Dmol3b3hAt","http://bit.ly/2tAem2m","http://pbs.twimg.com/media/DX4rYMmX0AAv5JY.jpg","https://t.co/hLUU0YZrGM","https://twitter.com/thecolumbian/status/972262265775935489/photo/1","photo","http://pbs.twimg.com/media/DX4rYMmX0AAv5JY.jpg","https://t.co/hLUU0YZrGM","https://twitter.com/thecolumbian/status/972262265775935489/photo/1",,,,"en",,,,,,,,,,,,,
"x972262181688545281",2018-03-10 00:05:42,"x800501342653399040","TheNYevening","RT @TheNYevening: CDC Doctor: ‘Disastrous’ Flu Shot Is Causing Deadly Flu Outbreak https://t.co/9Ia2IHJWYb https://t.co/WYQxmMsHS0","Twitter Web Client",,,,FALSE,TRUE,0,79,,,"nyeveningnews.com/2018/03/03/cdc…","https://t.co/9Ia2IHJWYb","http://nyeveningnews.com/2018/03/03/cdc-doctor-disastrous-flu-shot-causing-deadly-flu-outbreak/","http://pbs.twimg.com/media/DXXMoDqWkAEqQqN.jpg","https://t.co/WYQxmMsHS0","https://twitter.com/TheNYevening/status/969906293908623361/photo/1","photo","http://pbs.twimg.com/media/DXXMoDqWkAEqQqN.jpg","https://t.co/WYQxmMsHS0","https://twitter.com/TheNYevening/status/969906293908623361/photo/1",,"x800501342653399040","TheNYevening","en",,,"x969906293908623361","CDC Doctor: ‘Disastrous’ Flu Shot Is Causing Deadly Flu Outbreak https://t.co/9Ia2IHJWYb https://t.co/WYQxmMsHS0",,,,,,,,,
"x972262162935590912",2018-03-10 00:05:38,"x2360843316","sen_kelley","@WIRED Flu.x..","Twitter Lite","x972113004362952704","x1344951","WIRED",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x1344951","WIRED","en",,,,,,,,,,,,,
"x972262151846027264",2018-03-10 00:05:35,"x752664846768963584","SteelCity_Burg","@PunksDontCry Wow, that escalated quickly.  Hope she doesn't have the flu😞","Twitter for Android","x972257076117491712","x206449166","PunksDontCry",FALSE,FALSE,2,0,,,,,,,,,,,,,,"x206449166","PunksDontCry","en",,,,,,,,,,,,,
"x972262147253092354",2018-03-10 00:05:34,"x12804832","islandpacket","Has the flu loosened its grip in SC? Here's what the numbers say https://t.co/qOGezG6VII https://t.co/5pz4znLnnP","dlvr.it",,,,FALSE,FALSE,0,0,,,"dlvr.it/QKR2lC","https://t.co/qOGezG6VII","http://dlvr.it/QKR2lC","http://pbs.twimg.com/media/DX4rRQLVQAAA3T1.jpg","https://t.co/5pz4znLnnP","https://twitter.com/islandpacket/status/972262147253092354/photo/1","photo","http://pbs.twimg.com/media/DX4rRQLVQAAA3T1.jpg","https://t.co/5pz4znLnnP","https://twitter.com/islandpacket/status/972262147253092354/photo/1",,,,"en",,,,,,,,,,,,,
